Period,Month,Shop,Category,Drink,Quantity,Net Revenue,Transactions
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Thai tea,14.0,72.8,12
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Tiger Milk,17.0,90.14,12
Last Year Oct-Mar,2024-12,Carlow,Namo Plus,Latte vanilla cold cap,3.0,6.05,2
Last Year Oct-Mar,2024-12,Carlow,Namo Plus,Mango Passionfruit smoothie,8.0,46.36,8
Last Year Oct-Mar,2024-12,Carlow,Namo Plus,Starboy,44.0,168.66,40
Last Year Oct-Mar,2024-12,Carlow,Namo Plus,Strawberry Dream,6.0,33.06,5
Last Year Oct-Mar,2024-12,Carlow,Smoothies,Large,1.0,0.9,1
Last Year Oct-Mar,2024-12,Carlow,Specials,Enchiladas,17.0,163.87,16
Last Year Oct-Mar,2024-12,Carlow,Specials,Loaded Chipotle Wedges,45.0,434.09,42
Last Year Oct-Mar,2024-12,Carlow,Specials,Passionfruit Soda,3.0,13.53,3
Last Year Oct-Mar,2024-12,Carlow,Specials,Piñalada,8.0,42.0,8
Last Year Oct-Mar,2024-12,Carlow,Specials,Quesadilla,62.0,585.34,59
Last Year Oct-Mar,2024-12,Carlow,Specials,Straw Matcha,9.0,47.25,8
Last Year Oct-Mar,2024-12,Carlow,Specials,strawberry pinalada,5.0,25.8,4
Last Year Oct-Mar,2024-12,Clonmel,Acai bowls & Smoothies,3€ Coffe,8.0,24.0,7
Last Year Oct-Mar,2024-12,Clonmel,Acai bowls & Smoothies,Classic acai,101.0,842.5,91
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Americano,26.0,91.0,25
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Bueno iced latte,25.0,125.72,24
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Cappuccino,48.0,176.1,40
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Chai latte,2.0,9.9,2
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Cinnamel Latte,16.0,74.4,15
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Espresso,1.0,2.5,1
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Flat white,3.0,10.65,3
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Iced Americano,1.0,4.7,1
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Iced Vanilla cold cap,2.0,9.7,2
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Iced caramel latte,22.0,117.2,19
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Latte,49.0,185.59,44
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,Toasted brown sugar,7.0,37.85,6
Last Year Oct-Mar,2024-12,Clonmel,Coffee & more,White chocolate mocha,20.0,99.3,16
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Apple Soda,7.0,23.41,7
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Apple lemonade tea,13.0,49.14,13
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Lemonade no boba medium,1.0,3.31,1
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Mango Soda (NEW),6.0,24.14,6
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Passion black tea,2.0,7.73,2
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Strawberry Lemonade,40.0,154.77,36
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Strawberry Passion lemonade,31.0,127.76,27
Last Year Oct-Mar,2024-12,Clonmel,Fruit tea,Watermelon Lemonade,23.0,91.67,23
Last Year Oct-Mar,2024-12,Clonmel,Milk tea,Mango Milk tea,1.0,4.65,1
Last Year Oct-Mar,2024-12,Clonmel,Milk tea,Matcha Latte,8.0,43.4,8
Last Year Oct-Mar,2024-12,Clonmel,Milk tea,Original milk tea,24.0,115.89,22
Last Year Oct-Mar,2024-12,Clonmel,Milk tea,Strawberry Sunset,20.0,101.4,18
Last Year Oct-Mar,2024-12,Clonmel,Milk tea,Strawberry milk tea,5.0,25.55,5
Last Year Oct-Mar,2024-12,Clonmel,Milk tea,Taro milk tea,11.0,53.85,10
Last Year Oct-Mar,2024-12,Clonmel,Milk tea,Tiger Milk,25.0,88.8,23
Last Year Oct-Mar,2024-12,Clonmel,Namo Plus,Mango Passionfruit smoothie,9.0,52.65,8
Last Year Oct-Mar,2024-12,Clonmel,Namo Plus,Star boy,64.0,244.41,57
Last Year Oct-Mar,2024-12,Clonmel,Namo Plus,Strawberry Dream,3.0,17.25,3
Last Year Oct-Mar,2024-12,Clonmel,Smoothies,Dragonfruit Strawberry,3.0,19.05,3
Last Year Oct-Mar,2024-12,Clonmel,Specials,Enchiladas,5.0,47.57,5
Last Year Oct-Mar,2024-12,Clonmel,Specials,Loaded Chipotle Wedges,19.0,183.68,18
Last Year Oct-Mar,2024-12,Clonmel,Specials,Quesadilla,49.0,469.32,48
Last Year Oct-Mar,2024-12,Clonmel,Specials,strawberry pinalada,12.0,59.4,12
Last Year Oct-Mar,2024-12,Kilkenny Mexican,Specials,Enchiladas,15.0,152.68,14
Last Year Oct-Mar,2024-12,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,34.0,335.78,34
Last Year Oct-Mar,2024-12,Kilkenny Mexican,Specials,Quesadilla,84.0,821.04,73
Last Year Oct-Mar,2024-12,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,19.0,161.5,18
Last Year Oct-Mar,2024-12,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,1.0,8.0,1
Last Year Oct-Mar,2024-12,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,133.0,558.29,78
Last Year Oct-Mar,2024-12,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,34.0,187.0,32
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Americano,6.0,21.0,6
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Bueno iced latte,12.0,60.6,11
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Cappuccino,16.0,55.1,13
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Cinnamel Latte,8.0,44.4,3
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,1.0,4.85,1
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Iced caramel latte,15.0,76.39,15
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Latte,20.0,77.23,18
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,Toasted brown sugar,8.0,40.3,7
Last Year Oct-Mar,2024-12,Kilkenny Plus,Coffee & more,White chocolate mocha,3.0,15.45,3
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Apple lemonade tea,45.0,178.52,40
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Lemonade no boba medium,13.0,42.9,13
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,4.0,15.12,4
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Mango Soda (NEW),20.0,73.28,13
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Passion black tea,1.0,3.5,1
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Peach iced tea,1.0,3.7,1
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Strawberry Lemonade,44.0,165.46,43
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,23.0,91.89,22
Last Year Oct-Mar,2024-12,Kilkenny Plus,Fruit tea,Watermelon Lemonade,58.0,223.36,48
Last Year Oct-Mar,2024-12,Kilkenny Plus,Milk tea,Mango Milk tea,20.0,97.5,19
Last Year Oct-Mar,2024-12,Kilkenny Plus,Milk tea,Matcha Latte,17.0,84.35,17
Last Year Oct-Mar,2024-12,Kilkenny Plus,Milk tea,Original milk tea,90.0,428.26,76
Last Year Oct-Mar,2024-12,Kilkenny Plus,Milk tea,Strawberry Sunset,29.0,144.6,29
Last Year Oct-Mar,2024-12,Kilkenny Plus,Milk tea,Strawberry milk tea,8.0,39.8,8
Last Year Oct-Mar,2024-12,Kilkenny Plus,Milk tea,Taro milk tea,29.0,137.55,24
Last Year Oct-Mar,2024-12,Kilkenny Plus,Milk tea,Tiger Milk,32.0,159.81,29
Last Year Oct-Mar,2024-12,Kilkenny Plus,Namo Plus,Mango Passionfruit smoothie,11.0,63.25,10
Last Year Oct-Mar,2024-12,Kilkenny Plus,Namo Plus,Starboy,165.0,644.06,139
Last Year Oct-Mar,2024-12,Kilkenny Plus,Namo Plus,Strawberry Dream,10.0,57.5,5
Last Year Oct-Mar,2024-12,Kilkenny Plus,Smoothies,Dragonfruit Strawberry,8.0,46.9,6
Last Year Oct-Mar,2024-12,Kilkenny Plus,Specials,Piñalada,12.0,57.6,11
Last Year Oct-Mar,2024-12,Kilkenny Plus,Specials,Straw Matcha,9.0,45.16,9
Last Year Oct-Mar,2024-12,Kilkenny Plus,Specials,strawberry pinalada,4.0,21.9,4
Last Year Oct-Mar,2025-01,Carlow,Acai bowls & Smoothies,Classic acai,165.0,1411.75,135
Last Year Oct-Mar,2025-01,Carlow,Acai bowls & Smoothies,FruitNinja,11.0,88.9,11
Last Year Oct-Mar,2025-01,Carlow,Acai bowls & Smoothies,MangoLoco,7.0,58.7,6
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Americano,11.0,38.5,9
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Bueno iced latte,27.0,140.94,26
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Cappuccino,29.0,103.69,27
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Chai latte,1.0,4.65,1
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Cinnamel Latte,1.0,5.55,1
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Espresso,2.0,5.0,2
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Flat white,5.0,16.75,5
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Hot Choc,1.0,2.62,1
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Iced Americano,2.0,10.3,2
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Iced Vanilla cold cap,4.0,19.09,3
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Iced caramel latte,22.0,121.1,20
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Latte,21.0,78.17,18
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,T.Coconut BSug,2.0,11.5,2
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Tea,3.0,7.5,3
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,Toasted brown sugar,13.0,68.45,13
Last Year Oct-Mar,2025-01,Carlow,Coffee & more,White chocolate mocha,17.0,85.65,16
Last Year Oct-Mar,2025-01,Carlow,Fruit tea,Apple Soda,5.0,15.12,5
Last Year Oct-Mar,2025-01,Carlow,Fruit tea,Apple lemonade tea,7.0,23.9,7
Last Year Oct-Mar,2025-01,Carlow,Fruit tea,Lychee IT,4.0,15.45,4
Last Year Oct-Mar,2025-01,Carlow,Fruit tea,Mango Passion Lemonade,3.0,11.34,3
Last Year Oct-Mar,2025-01,Carlow,Fruit tea,Strawberry Lemonade,38.0,151.73,34
Last Year Oct-Mar,2025-01,Carlow,Fruit tea,Strawberry Passion lemonade,38.0,154.15,33
Last Year Oct-Mar,2025-01,Carlow,Fruit tea,Watermelon Lemonade,34.0,130.18,30
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Earl Grey,3.0,10.4,3
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Mango Milk tea,5.0,26.85,4
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Matcha Latte,7.0,37.45,7
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Original milk tea,34.0,173.2,31
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Strawberry Sunset,25.0,123.0,24
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Strawberry milk tea,2.0,11.3,2
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Taro milk tea,16.0,76.05,14
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Thai tea,4.0,20.8,4
Last Year Oct-Mar,2025-01,Carlow,Milk tea,Tiger Milk,36.0,187.2,23
Last Year Oct-Mar,2025-01,Carlow,Namo Plus,3€ Coffee Deal,2.0,7.2,1
Last Year Oct-Mar,2025-01,Carlow,Namo Plus,Cinnamon Bun.,1.0,4.5,1
Last Year Oct-Mar,2025-01,Carlow,Namo Plus,Latte vanilla cold cap,1.0,5.15,1
Last Year Oct-Mar,2025-01,Carlow,Namo Plus,Mango Passionfruit smoothie,8.0,49.6,7
Last Year Oct-Mar,2025-01,Carlow,Namo Plus,Starboy,49.0,193.14,45
Last Year Oct-Mar,2025-01,Carlow,Namo Plus,Strawberry Dream,4.0,23.0,4
Last Year Oct-Mar,2025-01,Carlow,Smoothies,Large,1.0,0.9,1
Last Year Oct-Mar,2025-01,Carlow,Smoothies,Mango Passionfruit smoothie,5.0,29.79,4
Last Year Oct-Mar,2025-01,Carlow,Specials,Cinema deal (mon - wed),1.0,14.1,1
Last Year Oct-Mar,2025-01,Carlow,Specials,Enchiladas,8.0,79.55,7
Last Year Oct-Mar,2025-01,Carlow,Specials,Frappé,2.0,7.95,1
Last Year Oct-Mar,2025-01,Carlow,Specials,Loaded Chipotle Wedges,40.0,407.31,38
Last Year Oct-Mar,2025-01,Carlow,Specials,Passionfruit Soda,1.0,3.78,1
Last Year Oct-Mar,2025-01,Carlow,Specials,Piñalada,6.0,30.6,5
Last Year Oct-Mar,2025-01,Carlow,Specials,Quesadilla,65.0,654.36,62
Last Year Oct-Mar,2025-01,Carlow,Specials,Straw Matcha,6.0,30.6,6
Last Year Oct-Mar,2025-01,Carlow,Specials,strawberry pinalada,6.0,32.4,5
Last Year Oct-Mar,2025-01,Clonmel,Acai bowls & Smoothies,3€ Coffe,5.0,15.0,5
Last Year Oct-Mar,2025-01,Clonmel,Acai bowls & Smoothies,Classic acai,142.0,1207.0,132
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,3€ Coffe,3.0,9.0,3
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Americano,17.0,59.5,17
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Bueno iced latte,37.0,195.65,31
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Cappuccino,29.0,107.65,26
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Chai latte,1.0,4.65,1
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Cinnamel Latte,8.0,41.4,6
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Espresso,2.0,5.0,2
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Flat white,5.0,16.75,5
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Iced Vanilla cold cap,4.0,21.2,4
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Iced caramel latte,24.0,124.8,22
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Latte,34.0,132.8,34
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,Toasted brown sugar,6.0,30.9,6
Last Year Oct-Mar,2025-01,Clonmel,Coffee & more,White chocolate mocha,12.0,60.3,12
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Apple Soda,3.0,10.82,3
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Apple lemonade tea,15.0,58.29,12
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Lemonade no boba medium,1.0,3.3,1
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Mango Iced Teas,3.0,9.15,2
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Mango Soda (NEW),6.0,22.31,6
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Passion black tea,2.0,7.0,2
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Strawberry Lemonade,37.0,147.29,31
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Strawberry Passion lemonade,19.0,79.96,16
Last Year Oct-Mar,2025-01,Clonmel,Fruit tea,Watermelon Lemonade,45.0,178.91,39
Last Year Oct-Mar,2025-01,Clonmel,Milk tea,Matcha Latte,14.0,70.19,14
Last Year Oct-Mar,2025-01,Clonmel,Milk tea,Original milk tea,43.0,217.98,36
Last Year Oct-Mar,2025-01,Clonmel,Milk tea,Strawberry Sunset,31.0,154.5,29
Last Year Oct-Mar,2025-01,Clonmel,Milk tea,Strawberry milk tea,2.0,10.4,2
Last Year Oct-Mar,2025-01,Clonmel,Milk tea,Taro milk tea,30.0,147.74,18
Last Year Oct-Mar,2025-01,Clonmel,Milk tea,Tiger Milk,22.0,102.75,19
Last Year Oct-Mar,2025-01,Clonmel,Namo Plus,Mango Passionfruit smoothie,9.0,53.01,8
Last Year Oct-Mar,2025-01,Clonmel,Namo Plus,Star boy,51.0,196.13,40
Last Year Oct-Mar,2025-01,Clonmel,Namo Plus,Starboy,22.0,87.78,19
Last Year Oct-Mar,2025-01,Clonmel,Namo Plus,Strawberry Dream,4.0,23.0,4
Last Year Oct-Mar,2025-01,Clonmel,Smoothies,Dragonfruit Strawberry,1.0,6.65,1
Last Year Oct-Mar,2025-01,Clonmel,Smoothies,Mango Passionfruit smoothie,6.0,36.3,6
Last Year Oct-Mar,2025-01,Clonmel,Specials,Cinema deal (mon - wed),1.0,14.1,1
Last Year Oct-Mar,2025-01,Clonmel,Specials,Enchiladas,12.0,117.87,11
Last Year Oct-Mar,2025-01,Clonmel,Specials,Loaded Chipotle Wedges,19.0,187.18,19
Last Year Oct-Mar,2025-01,Clonmel,Specials,Piñalada,1.0,4.8,1
Last Year Oct-Mar,2025-01,Clonmel,Specials,Quesadilla,33.0,334.49,32
Last Year Oct-Mar,2025-01,Clonmel,Specials,strawberry pinalada,16.0,82.2,15
Last Year Oct-Mar,2025-01,Kilkenny Mexican,Coffee & more,Cinnamel Latte,1.0,0.0,1
Last Year Oct-Mar,2025-01,Kilkenny Mexican,Specials,Cinema deal (mon - wed),2.0,28.19,1
Last Year Oct-Mar,2025-01,Kilkenny Mexican,Specials,Enchiladas,5.0,54.18,4
Last Year Oct-Mar,2025-01,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,27.0,263.01,27
Last Year Oct-Mar,2025-01,Kilkenny Mexican,Specials,Quesadilla,50.0,529.44,46
Last Year Oct-Mar,2025-01,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,17.0,144.5,14
Last Year Oct-Mar,2025-01,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,1.0,8.0,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,121.0,800.05,96
Last Year Oct-Mar,2025-01,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,22.0,125.7,21
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Americano,11.0,38.5,11
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Bueno iced latte,15.0,73.0,13
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Cappuccino,18.0,66.05,14
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Chai latte,1.0,4.65,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Cinnamel Latte,3.0,13.95,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Flat white,3.0,10.05,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Iced Americano,2.0,10.5,2
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,1.0,5.75,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Iced caramel latte,9.0,43.65,9
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Latte,20.0,75.85,19
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,Toasted brown sugar,18.0,89.79,16
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,White chocolate mocha,9.0,44.25,8
Last Year Oct-Mar,2025-01,Kilkenny Plus,Coffee & more,hot chocolate,1.0,4.5,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Apple Soda,7.0,29.97,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Apple lemonade tea,28.0,109.1,24
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Lemonade no boba medium,4.0,13.2,4
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Mango Iced Teas,2.0,6.1,2
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,2.0,8.29,2
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Mango Soda (NEW),4.0,15.12,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Passion black tea,4.0,11.23,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Peach iced tea,4.0,16.26,4
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Strawberry Lemonade,66.0,253.92,56
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,20.0,81.66,19
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,Watermelon Lemonade,36.0,137.58,30
Last Year Oct-Mar,2025-01,Kilkenny Plus,Fruit tea,mango passion Fruit Tea,1.0,5.55,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Mango Milk tea,7.0,37.05,7
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Matcha Latte,15.0,74.56,13
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Original Oolong,1.0,5.65,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Original milk tea,76.0,372.55,64
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Strawberry Sunset,38.0,183.0,36
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Strawberry milk tea,10.0,52.0,10
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Taro milk tea,22.0,101.25,21
Last Year Oct-Mar,2025-01,Kilkenny Plus,Milk tea,Tiger Milk,24.0,115.55,22
Last Year Oct-Mar,2025-01,Kilkenny Plus,Namo Plus,Cinnamon Bun,1.0,4.5,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Namo Plus,Cinnamon Bun Latte,3.0,13.5,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Namo Plus,Mango Passionfruit smoothie,5.0,28.75,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Namo Plus,Starboy,123.0,473.32,103
Last Year Oct-Mar,2025-01,Kilkenny Plus,Namo Plus,Strawberry Dream,8.0,46.0,7
Last Year Oct-Mar,2025-01,Kilkenny Plus,Smoothies,Dragonfruit Strawberry,5.0,28.75,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Smoothies,Dream,4.0,25.13,3
Last Year Oct-Mar,2025-01,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,1.0,5.75,1
Last Year Oct-Mar,2025-01,Kilkenny Plus,Specials,Piñalada,9.0,44.7,8
Last Year Oct-Mar,2025-01,Kilkenny Plus,Specials,Straw Matcha,9.0,45.45,9
Last Year Oct-Mar,2025-01,Kilkenny Plus,Specials,strawberry pinalada,1.0,5.7,1
Last Year Oct-Mar,2025-02,Carlow,Acai bowls & Smoothies,Classic acai,182.0,1545.15,145
Last Year Oct-Mar,2025-02,Carlow,Acai bowls & Smoothies,FruitNinja,16.0,128.0,16
Last Year Oct-Mar,2025-02,Carlow,Acai bowls & Smoothies,MangoLoco,5.0,40.9,5
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Americano,32.0,112.0,28
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Bueno iced latte,31.0,152.34,31
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Cappuccino,32.0,113.39,31
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Cinnamel Latte,2.0,4.65,2
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Espresso,1.0,2.5,1
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Flat white,3.0,10.05,3
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Frappé,7.0,38.9,5
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Hot Choc,1.0,3.5,1
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Iced Vanilla cold cap,7.0,31.8,7
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Iced caramel latte,45.0,239.25,42
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Latte,54.0,199.45,48
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,"Oat, Coconut Milk",2.0,0.74,2
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,T.Coconut BSug,4.0,17.25,2
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Tea,12.0,30.0,12
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,Toasted brown sugar,15.0,80.85,15
Last Year Oct-Mar,2025-02,Carlow,Coffee & more,White chocolate mocha,38.0,197.2,35
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Apple Soda,10.0,39.78,10
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Apple lemonade tea,5.0,18.7,5
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Mango Iced Teas,1.0,3.05,1
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Mango Passion Lemonade,3.0,11.86,3
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Passion black tea,1.0,3.5,1
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Passionfruit IT,1.0,3.78,1
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Peach iced tea,1.0,4.43,1
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Strawberry Lemonade,34.0,135.85,31
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Strawberry Passion lemonade,42.0,178.0,38
Last Year Oct-Mar,2025-02,Carlow,Fruit tea,Watermelon Lemonade,32.0,127.49,29
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Earl Grey,15.0,76.65,12
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Mango Milk tea,9.0,47.25,9
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Matcha Latte,12.0,62.11,11
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Oat matcha latte HOT (no boba),1.0,4.85,1
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Original milk tea,28.0,123.0,26
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Strawberry Sunset,22.0,113.18,21
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Strawberry milk tea,3.0,11.3,3
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Taro milk tea,22.0,107.4,19
Last Year Oct-Mar,2025-02,Carlow,Milk tea,Tiger Milk,19.0,95.65,11
Last Year Oct-Mar,2025-02,Carlow,Namo Plus,Starboy,75.0,300.66,70
Last Year Oct-Mar,2025-02,Carlow,Namo Plus Extras,3€ Coffee Deal,1.0,3.0,1
Last Year Oct-Mar,2025-02,Carlow,Smoothies,Dream,3.0,19.05,3
Last Year Oct-Mar,2025-02,Carlow,Smoothies,Mango Passionfruit smoothie,11.0,68.65,10
Last Year Oct-Mar,2025-02,Carlow,Specials,Cinema deal (mon - wed),12.0,173.68,11
Last Year Oct-Mar,2025-02,Carlow,Specials,Enchiladas,19.0,193.51,19
