Period,Shop,Category,Drink,Quantity,Net Revenue,Gross Sales,Discounts,Transactions,Avg Price
Current Oct-Mar,Carlow,Milk tea,Bueno Bliss Boba,329.0,1719.22,1719.22,-18.78,299,5.23
Current Oct-Mar,Carlow,Milk tea,Dubai Chocolate Strawberries,34.0,169.54,169.54,-1.16,32,4.99
Current Oct-Mar,Carlow,Milk tea,Earl Grey,14.0,68.95,68.95,-5.1,13,4.92
Current Oct-Mar,Carlow,Milk tea,Honey Mango Latte,19.0,93.75,93.75,0.0,19,4.93
Current Oct-Mar,Carlow,Milk tea,Honeydew MT,3.0,15.26,15.26,-1.39,3,5.09
Current Oct-Mar,Carlow,Milk tea,Matcha Latte,25.0,132.6,132.6,0.0,24,5.3
Current Oct-Mar,Carlow,Milk tea,Matcha Latte (no boba),16.0,82.15,82.15,-4.75,16,5.13
Current Oct-Mar,Carlow,Milk tea,Original milk tea,412.0,2176.4,2176.4,-41.1,332,5.28
Current Oct-Mar,Carlow,Milk tea,Pistachio Crunch Latte,4.0,21.9,21.9,0.0,3,5.47
Current Oct-Mar,Carlow,Milk tea,Pistachio Crunch Matcha,29.0,153.24,153.24,-1.21,29,5.28
Current Oct-Mar,Carlow,Milk tea,Strawberry Sunset,258.0,1358.18,1358.18,-20.17,246,5.26
Current Oct-Mar,Carlow,Milk tea,Strawberry milk tea,24.0,111.18,111.18,-8.32,24,4.63
Current Oct-Mar,Carlow,Milk tea,Taro milk tea,164.0,856.64,856.64,-1.26,157,5.22
Current Oct-Mar,Carlow,Milk tea,Tiger Milk,98.0,534.65,534.65,0.0,89,5.46
Current Oct-Mar,Carlow,Milk tea,Vanilla Matcha,632.0,3382.68,3382.68,-19.72,582,5.35
Current Oct-Mar,Carlow,Namo Plus,Starboy,683.0,2815.44,3464.2,-26.02,608,4.12
Current Oct-Mar,Carlow,Namo Plus Extras,Large,20.0,18.0,18.0,0.0,19,0.9
Current Oct-Mar,Carlow,Smoothies,Dream,111.0,621.36,621.36,-18.69,102,5.6
Current Oct-Mar,Carlow,Smoothies,Mango Passionfruit smoothie,214.0,1194.72,1194.72,-42.88,199,5.58
Current Oct-Mar,Carlow,Smoothies,Strawberry Dream,57.0,327.75,327.75,0.0,52,5.75
Current Oct-Mar,Carlow,Specials,Cinema deal (mon - wed),15.0,223.8,254.0,0.0,11,14.92
Current Oct-Mar,Carlow,Specials,Enchiladas,6.0,66.11,75.05,0.0,6,11.02
Current Oct-Mar,Carlow,Specials,Loaded Chipotle Wedges,177.0,2028.71,2302.67,-6.03,173,11.46
Current Oct-Mar,Carlow,Specials,Pink velvet (coffee),9.0,40.85,40.85,-4.9,9,4.54
Current Oct-Mar,Carlow,Specials,Pistachio Crunch Latte,15.0,72.4,72.4,-4.85,13,4.83
Current Oct-Mar,Carlow,Specials,Piñalada,41.0,195.32,195.32,-20.98,40,4.76
Current Oct-Mar,Carlow,Specials,Quesadilla,439.0,4735.44,5374.85,-72.85,416,10.79
Current Oct-Mar,Carlow,Specials,Straw Matcha (excl boba),15.0,80.15,80.15,0.0,11,5.34
Current Oct-Mar,Carlow,Specials,Strawberry Matcha,230.0,1303.92,1303.92,-15.38,218,5.67
Current Oct-Mar,Carlow,Specials,Strawberry red velvet milk t,8.0,29.82,40.7,0.0,8,3.73
Current Oct-Mar,Carlow,Specials,White Choc Matcha,124.0,679.62,679.62,-8.48,112,5.48
Current Oct-Mar,Carlow,Specials,strawberry pinalada,20.0,105.37,105.37,-1.43,19,5.27
Current Oct-Mar,Clonmel,Acai bowls & Smoothies,Classic acai,2345.0,20209.61,20209.61,-73.09,2149,8.62
Current Oct-Mar,Clonmel,Coffee & more,3€ Coffe,69.0,207.0,207.0,0.0,65,3.0
Current Oct-Mar,Clonmel,Coffee & more,3€ Coffee,10.0,30.0,30.0,0.0,9,3.0
Current Oct-Mar,Clonmel,Coffee & more,Americano,125.0,438.1,438.1,0.0,118,3.5
Current Oct-Mar,Clonmel,Coffee & more,Bueno iced latte,235.0,1269.92,1269.92,-5.98,210,5.4
Current Oct-Mar,Clonmel,Coffee & more,Cappuccino,292.0,1159.89,1159.89,-3.36,271,3.97
Current Oct-Mar,Clonmel,Coffee & more,Chai latte,3.0,13.95,13.95,0.0,3,4.65
Current Oct-Mar,Clonmel,Coffee & more,Cinnamel Latte,4.0,18.6,18.6,0.0,4,4.65
Current Oct-Mar,Clonmel,Coffee & more,Dirty Chai,5.0,20.3,20.3,-4.85,5,4.06
Current Oct-Mar,Clonmel,Coffee & more,Double Espresso,1.0,3.5,3.5,0.0,1,3.5
Current Oct-Mar,Clonmel,Coffee & more,Espresso,23.0,54.38,54.38,-3.12,21,2.36
Current Oct-Mar,Clonmel,Coffee & more,Flat white,44.0,159.6,159.6,0.0,41,3.63
Current Oct-Mar,Clonmel,Coffee & more,Hot Choc,57.0,214.4,214.4,0.0,48,3.76
Current Oct-Mar,Clonmel,Coffee & more,Iced Americano,12.0,50.28,59.7,0.0,12,4.19
Current Oct-Mar,Clonmel,Coffee & more,Iced Latte,5.0,23.5,23.5,0.0,5,4.7
Current Oct-Mar,Clonmel,Coffee & more,Iced Vanilla cold cap,15.0,77.25,77.25,0.0,15,5.15
Current Oct-Mar,Clonmel,Coffee & more,Iced caramel latte,398.0,2198.02,2198.02,-12.13,352,5.52
Current Oct-Mar,Clonmel,Coffee & more,Latte,229.0,908.75,908.75,-23.55,209,3.97
Current Oct-Mar,Clonmel,Coffee & more,Pistachio latte,45.0,251.3,251.3,0.0,40,5.58
Current Oct-Mar,Clonmel,Coffee & more,Toasted brown sugar,54.0,291.7,291.7,-5.1,52,5.4
Current Oct-Mar,Clonmel,Coffee & more,Vanilla cream cap,1.0,1.1,1.1,0.0,1,1.1
Current Oct-Mar,Clonmel,Coffee & more,White chocolate mocha,128.0,669.34,669.34,-2.56,121,5.23
Current Oct-Mar,Clonmel,Fruit tea,Apple Soda,4.0,15.93,19.6,0.0,4,3.98
Current Oct-Mar,Clonmel,Fruit tea,Apple lemonade tea,71.0,286.63,352.65,0.0,67,4.04
Current Oct-Mar,Clonmel,Fruit tea,Mango Iced Teas,14.0,42.35,52.08,-1.32,13,3.02
Current Oct-Mar,Clonmel,Fruit tea,Mango Passion Lemonade,250.0,1065.79,1311.18,-2.47,213,4.26
Current Oct-Mar,Clonmel,Fruit tea,Mango Soda,28.0,115.33,141.9,0.0,27,4.12
Current Oct-Mar,Clonmel,Fruit tea,Mango Soda (NEW),8.0,33.89,41.7,0.0,8,4.24
Current Oct-Mar,Clonmel,Fruit tea,Strawberry Lemonade,299.0,1229.89,1512.78,-5.82,281,4.11
Current Oct-Mar,Clonmel,Fruit tea,Strawberry Passion lemonade,176.0,750.91,923.95,-10.85,157,4.27
Current Oct-Mar,Clonmel,Fruit tea,Watermelon Lemonade,253.0,1050.5,1292.4,-4.85,236,4.15
Current Oct-Mar,Clonmel,Fruit tea,mango passion Fruit Tea,3.0,14.85,14.85,0.0,3,4.95
Current Oct-Mar,Clonmel,Milk tea,Bueno Bliss Boba,146.0,764.35,764.35,-6.05,126,5.24
Current Oct-Mar,Clonmel,Milk tea,Dubai Chocolate Strawberries,63.0,325.65,325.65,0.0,61,5.17
Current Oct-Mar,Clonmel,Milk tea,Honey Mango Latte,4.0,20.4,20.4,0.0,4,5.1
Current Oct-Mar,Clonmel,Milk tea,Matcha Latte,79.0,400.97,400.97,-7.13,73,5.08
Current Oct-Mar,Clonmel,Milk tea,Matcha Latte (no boba),167.0,848.51,848.51,-2.94,153,5.08
Current Oct-Mar,Clonmel,Milk tea,Original milk tea,309.0,1625.23,1625.23,-22.77,265,5.26
Current Oct-Mar,Clonmel,Milk tea,Pistachio Crunch Latte,1.0,6.55,6.55,0.0,1,6.55
Current Oct-Mar,Clonmel,Milk tea,Pistachio Crunch Matcha,32.0,173.6,173.6,0.0,32,5.42
Current Oct-Mar,Clonmel,Milk tea,Strawberry Sunset,198.0,1046.5,1046.5,-6.35,177,5.29
Current Oct-Mar,Clonmel,Milk tea,Strawberry milk tea,54.0,282.8,282.8,0.0,45,5.24
Current Oct-Mar,Clonmel,Milk tea,Taro milk tea,158.0,819.08,819.08,-7.27,139,5.18
Current Oct-Mar,Clonmel,Milk tea,Tiger Milk,287.0,1511.82,1511.82,-1.68,246,5.27
Current Oct-Mar,Clonmel,Milk tea,Vanilla Matcha,95.0,507.2,507.2,-2.8,94,5.34
Current Oct-Mar,Clonmel,Namo Plus,Cinnamon Bun Latte,5.0,22.5,22.5,0.0,5,4.5
Current Oct-Mar,Clonmel,Namo Plus,Starboy,420.0,1706.88,2100.14,-4.1,373,4.06
Current Oct-Mar,Clonmel,Smoothies,Dream,32.0,188.3,188.3,0.0,31,5.88
Current Oct-Mar,Clonmel,Smoothies,Mango Passionfruit smoothie,299.0,1743.85,1743.85,-13.8,269,5.83
Current Oct-Mar,Clonmel,Smoothies,Strawberry Dream,47.0,268.81,268.81,-1.44,45,5.72
Current Oct-Mar,Clonmel,Specials,Loaded Chipotle Wedges,73.0,758.72,861.22,-60.18,67,10.39
Current Oct-Mar,Clonmel,Specials,Pink velvet (coffee),1.0,0.0,0.0,-4.9,1,0.0
Current Oct-Mar,Clonmel,Specials,Pistachio Crunch Latte,7.0,39.45,39.45,0.0,7,5.64
Current Oct-Mar,Clonmel,Specials,Piñalada,37.0,197.45,197.45,-4.8,30,5.34
Current Oct-Mar,Clonmel,Specials,Quesadilla,235.0,2492.86,2829.4,-59.75,209,10.61
Current Oct-Mar,Clonmel,Specials,Straw Matcha (excl boba),8.0,43.6,43.6,0.0,7,5.45
Current Oct-Mar,Clonmel,Specials,Strawberry Matcha,169.0,893.4,893.4,-10.2,156,5.29
Current Oct-Mar,Clonmel,Specials,White Choc Matcha,122.0,625.84,625.84,-11.21,108,5.13
Current Oct-Mar,Clonmel,Specials,strawberry pinalada,43.0,220.5,220.5,-1.2,41,5.13
Current Oct-Mar,Food Trailer,Acai bowls & Smoothies,Classic acai,15.0,127.5,127.5,0.0,15,8.5
Current Oct-Mar,Kilkenny Mexican,Acai bowls & Smoothies,Classic acai,1.0,8.5,8.5,0.0,1,8.5
Current Oct-Mar,Kilkenny Mexican,Fruit tea,Lemonade no boba medium,1.0,3.05,3.75,0.0,1,3.05
Current Oct-Mar,Kilkenny Mexican,Fruit tea,Strawberry Lemonade,1.0,3.74,4.6,0.0,1,3.74
Current Oct-Mar,Kilkenny Mexican,Specials,Cinema deal (mon - wed),14.0,206.64,234.55,0.0,8,14.76
Current Oct-Mar,Kilkenny Mexican,Specials,Enchiladas,1.0,10.53,11.95,0.0,1,10.53
Current Oct-Mar,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,128.0,1498.05,1700.36,-14.39,125,11.7
Current Oct-Mar,Kilkenny Mexican,Specials,Quesadilla,307.0,3291.73,3736.2,-59.55,280,10.72
Current Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,707.0,5902.37,5902.37,-207.78,626,8.35
Current Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,75.0,669.21,669.21,-0.89,65,8.92
Current Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,521.0,4321.27,4321.27,-21.83,460,8.29
Current Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,27.0,137.2,137.2,-16.5,26,5.08
Current Oct-Mar,Kilkenny Plus,Coffee & more,Americano,40.0,126.88,126.88,-13.12,37,3.17
Current Oct-Mar,Kilkenny Plus,Coffee & more,Bueno iced latte,139.0,699.7,699.7,-37.15,130,5.03
Current Oct-Mar,Kilkenny Plus,Coffee & more,Cappuccino,97.0,368.62,368.62,-9.58,92,3.8
Current Oct-Mar,Kilkenny Plus,Coffee & more,Chai latte,5.0,23.25,23.25,0.0,4,4.65
Current Oct-Mar,Kilkenny Plus,Coffee & more,Cinnamel Latte,1.0,4.65,4.65,0.0,1,4.65
Current Oct-Mar,Kilkenny Plus,Coffee & more,Double Espresso,1.0,3.5,3.5,0.0,1,3.5
Current Oct-Mar,Kilkenny Plus,Coffee & more,DoubleEspesso,1.0,3.5,3.5,0.0,1,3.5
Current Oct-Mar,Kilkenny Plus,Coffee & more,Espresso,5.0,10.0,10.0,-2.5,5,2.0
Current Oct-Mar,Kilkenny Plus,Coffee & more,Flat white,25.0,89.55,89.55,0.0,25,3.58
Current Oct-Mar,Kilkenny Plus,Coffee & more,Hot Choc,48.0,168.89,168.89,-3.51,44,3.52
Current Oct-Mar,Kilkenny Plus,Coffee & more,Iced Americano,3.0,3.41,4.2,-8.4,2,1.14
Current Oct-Mar,Kilkenny Plus,Coffee & more,Iced Latte,27.0,92.98,92.98,-27.67,24,3.44
Current Oct-Mar,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,3.0,15.45,15.45,0.0,3,5.15
Current Oct-Mar,Kilkenny Plus,Coffee & more,Iced caramel latte,163.0,752.34,752.34,-97.71,154,4.62
Current Oct-Mar,Kilkenny Plus,Coffee & more,Iced latte (1),3.0,13.5,13.5,0.0,3,4.5
Current Oct-Mar,Kilkenny Plus,Coffee & more,Latte,77.0,287.23,287.23,-25.32,72,3.73
Current Oct-Mar,Kilkenny Plus,Coffee & more,Pistachio latte,5.0,26.05,26.05,0.0,5,5.21
Current Oct-Mar,Kilkenny Plus,Coffee & more,Toasted brown sugar,115.0,610.2,610.2,-7.5,111,5.31
Current Oct-Mar,Kilkenny Plus,Coffee & more,White chocolate mocha,60.0,313.18,313.18,-2.32,56,5.22
Current Oct-Mar,Kilkenny Plus,Fruit tea,Apple Soda,102.0,407.56,501.4,-2.34,90,4.0
Current Oct-Mar,Kilkenny Plus,Fruit tea,Apple lemonade tea,88.0,350.48,431.23,-14.37,85,3.98
Current Oct-Mar,Kilkenny Plus,Fruit tea,Mango Iced Teas,4.0,12.2,15.0,0.0,4,3.05
Current Oct-Mar,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,250.0,1034.86,1273.17,-21.53,238,4.14
Current Oct-Mar,Kilkenny Plus,Fruit tea,Mango Soda,19.0,75.39,92.75,0.0,19,3.97
Current Oct-Mar,Kilkenny Plus,Fruit tea,Passionfruit IT,3.0,12.8,15.75,0.0,3,4.27
Current Oct-Mar,Kilkenny Plus,Fruit tea,Strawberry Lemonade,598.0,2386.91,2936.27,-24.78,521,3.99
Current Oct-Mar,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,275.0,1153.32,1419.16,-12.44,241,4.19
Current Oct-Mar,Kilkenny Plus,Fruit tea,Watermelon Lemonade,276.0,1091.92,1343.28,-6.57,254,3.96
Current Oct-Mar,Kilkenny Plus,Fruit tea,mango passion Fruit Tea,21.0,97.3,97.3,-2.9,20,4.63
Current Oct-Mar,Kilkenny Plus,Milk tea,Bueno Bliss Boba,304.0,1542.32,1542.32,-7.48,283,5.07
Current Oct-Mar,Kilkenny Plus,Milk tea,Dubai Chocolate Strawberries,50.0,239.44,239.44,-1.16,46,4.79
Current Oct-Mar,Kilkenny Plus,Milk tea,Honey Mango Latte,39.0,181.95,181.95,-9.3,38,4.67
Current Oct-Mar,Kilkenny Plus,Milk tea,Honeydew MT,20.0,93.64,93.64,-1.16,17,4.68
Current Oct-Mar,Kilkenny Plus,Milk tea,Mango Milk Tea,7.0,26.47,36.15,0.0,7,3.78
Current Oct-Mar,Kilkenny Plus,Milk tea,Matcha Latte,36.0,153.98,153.98,-28.87,36,4.28
Current Oct-Mar,Kilkenny Plus,Milk tea,Matcha Latte (no boba),51.0,211.44,211.44,-19.96,50,4.15
Current Oct-Mar,Kilkenny Plus,Milk tea,Original milk tea,427.0,2260.52,2260.52,-13.78,372,5.29
Current Oct-Mar,Kilkenny Plus,Milk tea,Pistachio Crunch Matcha,38.0,210.95,210.95,-5.15,34,5.55
Current Oct-Mar,Kilkenny Plus,Milk tea,Strawberry Sunset,448.0,2318.28,2318.28,-29.67,410,5.17
Current Oct-Mar,Kilkenny Plus,Milk tea,Strawberry milk tea,88.0,445.95,445.95,0.0,82,5.07
Current Oct-Mar,Kilkenny Plus,Milk tea,Taro milk tea,229.0,1164.76,1164.76,-21.04,210,5.09
Current Oct-Mar,Kilkenny Plus,Milk tea,Tiger Milk,415.0,2166.34,2166.34,-22.86,371,5.22
Current Oct-Mar,Kilkenny Plus,Milk tea,Vanilla Matcha,194.0,988.96,988.96,-10.19,183,5.1
Current Oct-Mar,Kilkenny Plus,Namo Plus,Starboy,1169.0,4679.85,5757.92,-26.36,1037,4.0
Current Oct-Mar,Kilkenny Plus,Smoothies,Dragonfruit Strawberry,13.0,69.0,69.0,-5.75,12,5.31
Current Oct-Mar,Kilkenny Plus,Smoothies,Dream,43.0,222.27,222.27,-25.88,41,5.17
Current Oct-Mar,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,121.0,667.02,667.02,-32.53,116,5.51
Current Oct-Mar,Kilkenny Plus,Smoothies,Strawberry Dream,27.0,149.5,149.5,-5.75,25,5.54
Current Oct-Mar,Kilkenny Plus,Specials,Pink velvet (coffee),1.0,0.0,0.0,-4.9,1,0.0
Current Oct-Mar,Kilkenny Plus,Specials,Pistachio Crunch Latte,26.0,132.4,132.4,0.0,24,5.09
Current Oct-Mar,Kilkenny Plus,Specials,Piñalada,34.0,170.82,170.82,-6.58,34,5.02
Current Oct-Mar,Kilkenny Plus,Specials,Straw Matcha (excl boba),15.0,77.75,77.75,0.0,14,5.18
Current Oct-Mar,Kilkenny Plus,Specials,Strawberry Matcha,196.0,950.98,950.98,-90.87,183,4.85
Current Oct-Mar,Kilkenny Plus,Specials,White Choc Matcha,118.0,603.98,603.98,-34.17,103,5.12
Current Oct-Mar,Kilkenny Plus,Specials,strawberry pinalada,19.0,91.44,91.44,-1.56,19,4.81
Current Oct-Mar,Portlaoise,Acai bowls & Smoothies,Classic acai,2115.0,18041.6,18041.6,-343.6,1801,8.53
Current Oct-Mar,Portlaoise,Coffee & more,Americano,299.0,1005.7,1005.7,-41.4,273,3.36
Current Oct-Mar,Portlaoise,Coffee & more,Bueno iced latte,148.0,747.77,747.77,-27.88,137,5.05
Current Oct-Mar,Portlaoise,Coffee & more,Cappuccino,321.0,1189.97,1189.97,-63.23,284,3.71
Current Oct-Mar,Portlaoise,Coffee & more,Chai latte,9.0,41.66,41.66,-0.79,8,4.63
Current Oct-Mar,Portlaoise,Coffee & more,Dirty Chai,3.0,14.55,14.55,0.0,3,4.85
Current Oct-Mar,Portlaoise,Coffee & more,DoubleEspesso,1.0,3.5,3.5,0.0,1,3.5
Current Oct-Mar,Portlaoise,Coffee & more,Espresso,6.0,14.37,14.37,-0.63,6,2.4
Current Oct-Mar,Portlaoise,Coffee & more,Flat white,64.0,231.6,231.6,0.0,58,3.62
Current Oct-Mar,Portlaoise,Coffee & more,Hot Choc,61.0,218.64,218.64,-9.96,56,3.58
Current Oct-Mar,Portlaoise,Coffee & more,Iced Americano,1.0,3.52,3.52,-1.18,1,3.52
Current Oct-Mar,Portlaoise,Coffee & more,Iced Latte,36.0,120.75,120.75,-43.4,35,3.35
Current Oct-Mar,Portlaoise,Coffee & more,Iced Vanilla cold cap,5.0,26.05,26.05,0.0,5,5.21
Current Oct-Mar,Portlaoise,Coffee & more,Iced caramel latte,351.0,1516.52,1516.52,-348.78,324,4.32
Current Oct-Mar,Portlaoise,Coffee & more,Iced latte (1),1.0,4.1,4.1,0.0,1,4.1
Current Oct-Mar,Portlaoise,Coffee & more,Latte,272.0,896.89,896.89,-210.36,249,3.3
Current Oct-Mar,Portlaoise,Coffee & more,"Oat, Coconut Milk",5.0,2.08,2.55,0.0,4,0.42
Current Oct-Mar,Portlaoise,Coffee & more,Pistachio latte,12.0,62.1,62.1,0.0,12,5.18
Current Oct-Mar,Portlaoise,Coffee & more,T.Coconut BSug,4.0,20.3,20.3,0.0,4,5.07
Current Oct-Mar,Portlaoise,Coffee & more,Tea,174.0,413.05,413.05,-23.75,150,2.37
Current Oct-Mar,Portlaoise,Coffee & more,Toasted brown sugar,131.0,695.03,695.03,-16.72,124,5.31
Current Oct-Mar,Portlaoise,Coffee & more,White chocolate mocha,200.0,1023.15,1023.15,-27.1,194,5.12
Current Oct-Mar,Portlaoise,Fruit tea,Apple Soda,9.0,37.91,46.65,0.0,9,4.21
Current Oct-Mar,Portlaoise,Fruit tea,Apple lemonade tea,96.0,389.69,479.46,-1.19,93,4.06
Current Oct-Mar,Portlaoise,Fruit tea,Lemonade no boba medium,1.0,4.1,4.65,0.0,1,4.1
Current Oct-Mar,Portlaoise,Fruit tea,Mango Iced Teas,1.0,3.05,3.75,0.0,1,3.05
Current Oct-Mar,Portlaoise,Fruit tea,Mango Passion Lemonade,499.0,2053.83,2526.55,-20.7,450,4.12
Current Oct-Mar,Portlaoise,Fruit tea,Mango Soda,1.0,2.84,3.49,-1.16,1,2.84
Current Oct-Mar,Portlaoise,Fruit tea,Strawberry Lemonade,441.0,1782.67,2193.03,-38.37,393,4.04
Current Oct-Mar,Portlaoise,Fruit tea,Strawberry Passion lemonade,91.0,384.42,472.9,-4.95,84,4.22
Current Oct-Mar,Portlaoise,Fruit tea,Watermelon Lemonade,228.0,909.34,1118.72,-11.93,216,3.99
Current Oct-Mar,Portlaoise,Fruit tea,mango passion Fruit Tea,9.0,43.19,43.19,-1.16,9,4.8
Current Oct-Mar,Portlaoise,Milk tea,Bueno Bliss Boba,271.0,1405.98,1405.98,-15.22,251,5.19
Current Oct-Mar,Portlaoise,Milk tea,Dubai Chocolate Strawberries,19.0,90.95,90.95,-0.7,19,4.79
Current Oct-Mar,Portlaoise,Milk tea,Earl Grey,13.0,67.87,67.87,-1.28,12,5.22
Current Oct-Mar,Portlaoise,Milk tea,Matcha Latte,14.0,76.85,76.85,0.0,14,5.49
Current Oct-Mar,Portlaoise,Milk tea,Matcha Latte (no boba),35.0,178.27,178.27,-2.38,31,5.09
Current Oct-Mar,Portlaoise,Milk tea,Original milk tea,405.0,2151.3,2151.3,-4.05,358,5.31
Current Oct-Mar,Portlaoise,Milk tea,Pistachio Crunch Latte,1.0,4.85,4.85,0.0,1,4.85
Current Oct-Mar,Portlaoise,Milk tea,Pistachio Crunch Matcha,80.0,421.93,421.93,-1.82,74,5.27
Current Oct-Mar,Portlaoise,Milk tea,Strawberry Sunset,122.0,642.58,642.58,-1.97,119,5.27
Current Oct-Mar,Portlaoise,Milk tea,Strawberry milk tea,8.0,39.8,39.8,0.0,8,4.97
Current Oct-Mar,Portlaoise,Milk tea,Taro milk tea,116.0,579.24,579.24,-9.81,108,4.99
Current Oct-Mar,Portlaoise,Milk tea,Tiger Milk,153.0,807.42,807.42,-6.38,141,5.28
Current Oct-Mar,Portlaoise,Milk tea,Vanilla Matcha,328.0,1694.2,1694.2,-4.4,307,5.17
Current Oct-Mar,Portlaoise,Namo Plus,Starboy,604.0,2431.83,2992.14,-33.44,549,4.03
Current Oct-Mar,Portlaoise,Namo Plus Extras,3€ Coffee Deal,1.0,3.0,3.0,0.0,1,3.0
Current Oct-Mar,Portlaoise,Namo Plus Extras,Large,25.0,22.5,22.5,0.0,22,0.9
Current Oct-Mar,Portlaoise,Smoothies,Dream,65.0,362.65,362.65,-14.7,61,5.58
Current Oct-Mar,Portlaoise,Smoothies,Mango Passionfruit smoothie,158.0,911.15,911.15,-5.75,145,5.77
Current Oct-Mar,Portlaoise,Smoothies,Strawberry Dream,31.0,178.25,178.25,0.0,27,5.75
Current Oct-Mar,Portlaoise,Specials,Loaded Chipotle Wedges,114.0,885.59,1005.21,-416.39,99,7.77
Current Oct-Mar,Portlaoise,Specials,Pistachio Crunch Latte,12.0,60.3,60.3,0.0,12,5.03
Current Oct-Mar,Portlaoise,Specials,Piñalada,32.0,160.56,160.56,-4.89,32,5.02
Current Oct-Mar,Portlaoise,Specials,Quesadilla,211.0,2286.02,2594.56,-46.39,199,10.83
Current Oct-Mar,Portlaoise,Specials,Straw Matcha (excl boba),8.0,40.3,40.3,0.0,6,5.04
Current Oct-Mar,Portlaoise,Specials,Strawberry Matcha,230.0,1253.21,1253.21,-15.94,220,5.45
Current Oct-Mar,Portlaoise,Specials,White Choc Matcha,100.0,531.94,531.94,-1.21,95,5.32
Current Oct-Mar,Portlaoise,Specials,strawberry pinalada,9.0,44.1,44.1,0.0,9,4.9
Current Oct-Mar,Waterfordd,Fruit tea,Strawberry Lemonade,1.0,0.0,0.0,-4.9,1,0.0
Last Year 3M,Carlow,Acai bowls & Smoothies,Classic acai,1286.0,11019.61,11019.61,-153.79,1070,8.57
Last Year 3M,Carlow,Acai bowls & Smoothies,FruitNinja,6.0,48.0,48.0,0.0,4,8.0
Last Year 3M,Carlow,Acai bowls & Smoothies,MangoLoco,181.0,1609.55,1609.55,-11.25,167,8.89
Last Year 3M,Carlow,Coffee & more,Americano,71.0,248.5,248.5,0.0,65,3.5
Last Year 3M,Carlow,Coffee & more,Bueno iced latte,274.0,1435.62,1435.62,-25.28,249,5.24
Last Year 3M,Carlow,Coffee & more,Cappuccino,103.0,378.58,378.58,-5.47,87,3.68
Last Year 3M,Carlow,Coffee & more,Chai latte,4.0,18.6,18.6,0.0,3,4.65
Last Year 3M,Carlow,Coffee & more,Dirty Chai,4.0,21.8,21.8,0.0,4,5.45
Last Year 3M,Carlow,Coffee & more,Espresso,13.0,30.63,30.63,-1.87,12,2.36
Last Year 3M,Carlow,Coffee & more,Flat white,20.0,68.2,68.2,0.0,20,3.41
Last Year 3M,Carlow,Coffee & more,Frappé,4.0,23.9,23.9,0.0,4,5.97
Last Year 3M,Carlow,Coffee & more,Hot Choc,2.0,7.0,7.0,0.0,2,3.5
Last Year 3M,Carlow,Coffee & more,Iced Americano,6.0,30.0,30.0,0.0,6,5.0
Last Year 3M,Carlow,Coffee & more,Iced Vanilla cold cap,27.0,142.34,142.34,-1.21,27,5.27
Last Year 3M,Carlow,Coffee & more,Iced caramel latte,206.0,1092.0,1092.0,0.0,187,5.3
Last Year 3M,Carlow,Coffee & more,Iced latte (1),53.0,286.01,286.01,-1.44,50,5.4
Last Year 3M,Carlow,Coffee & more,Latte,135.0,497.03,497.03,-14.02,126,3.68
Last Year 3M,Carlow,Coffee & more,"Oat, Coconut Milk",4.0,1.46,1.8,0.0,2,0.36
Last Year 3M,Carlow,Coffee & more,OrangeEspresso,3.0,10.5,12.9,0.0,3,3.5
Last Year 3M,Carlow,Coffee & more,Pistachio latte,138.0,715.95,715.95,-2.65,129,5.19
Last Year 3M,Carlow,Coffee & more,Tea,30.0,75.0,75.0,0.0,29,2.5
Last Year 3M,Carlow,Coffee & more,Toasted brown sugar,108.0,568.8,568.8,0.0,100,5.27
Last Year 3M,Carlow,Coffee & more,White chocolate mocha,133.0,675.78,675.78,-18.07,124,5.08
Last Year 3M,Carlow,Fruit tea,Apple Soda,59.0,233.3,286.96,-1.16,57,3.95
Last Year 3M,Carlow,Fruit tea,Apple lemonade tea,30.0,116.11,142.83,-6.67,30,3.87
Last Year 3M,Carlow,Fruit tea,Lemonade no boba medium,1.0,3.3,3.75,0.0,1,3.3
Last Year 3M,Carlow,Fruit tea,Mango Iced Teas,1.0,3.05,3.75,0.0,1,3.05
Last Year 3M,Carlow,Fruit tea,Mango Passion Lemonade,43.0,164.6,202.5,-4.65,39,3.83
Last Year 3M,Carlow,Fruit tea,Mango Soda (NEW),1.0,3.78,4.65,0.0,1,3.78
Last Year 3M,Carlow,Fruit tea,Peach iced tea,1.0,3.7,4.55,0.0,1,3.7
Last Year 3M,Carlow,Fruit tea,Strawberry Lemonade,313.0,1249.89,1537.52,-8.28,286,3.99
Last Year 3M,Carlow,Fruit tea,Strawberry Passion lemonade,269.0,1109.98,1366.06,-24.14,251,4.13
Last Year 3M,Carlow,Fruit tea,Watermelon Lemonade,195.0,762.01,937.22,-16.83,177,3.91
